10010,d004,24-11-1996,26-06-2000
10010,d006,26-06-2000,01-01-9999
10020,d004,30-12-1997,01-01-9999
10030,d004,17-02-1994,01-01-9999
10040,d005,14-02-1993,22-01-2002
10040,d008,22-01-2002,01-01-9999
10050,d002,25-12-1990,05-11-1992
10050,d007,05-11-1992,01-01-9999
10060,d007,28-05-1989,11-11-1992
10060,d009,11-11-1992,01-01-9999
10070,d005,14-10-1985,18-10-1995
10070,d008,18-10-1995,01-01-9999
10080,d002,28-09-1994,09-07-1997
10080,d003,09-07-1997,01-01-9999
10090,d005,14-03-1986,07-05-1999
10100,d003,21-09-1987,01-01-9999
10110,d003,22-08-1986,01-01-9999
10120,d004,06-07-1996,01-01-9999
10130,d004,21-06-1988,01-01-9999
10140,d001,14-03-1991,01-01-9999
10150,d005,16-11-1986,01-01-9999
10160,d007,06-12-1993,01-01-9999
10170,d004,02-01-1986,06-02-1989
10180,d002,01-07-1994,01-01-9999
10190,d004,23-06-1986,01-01-9999
10200,d004,17-02-1994,03-10-2000
10200,d006,03-10-2000,01-01-9999
10210,d009,24-02-1996,01-01-9999
10220,d002,16-09-1997,01-01-9999
10230,d008,16-06-1996,01-01-9999
10240,d006,06-10-1998,01-01-9999
10250,d006,30-08-1992,01-01-9999
10260,d004,01-02-1993,01-01-9999
10270,d007,26-09-1991,01-01-9999
10280,d003,27-01-1995,01-01-9999
10290,d005,18-09-1991,01-01-9999
10300,d004,17-05-1991,01-01-9999
10310,d004,24-10-1990,26-07-2001
10320,d007,03-11-1988,23-12-2001
10330,d007,08-10-1993,01-01-9999
10340,d001,30-03-1988,01-01-9999
10350,d004,11-05-1991,16-01-1998
10360,d003,04-09-1996,01-01-9999
10370,d007,18-04-1992,01-01-9999
10380,d007,19-03-1985,01-01-9999
10390,d006,17-05-1989,01-01-9999
10400,d007,17-10-1993,01-01-9999
10410,d007,16-10-1993,21-07-1996
10420,d008,17-01-1988,09-07-2000
10430,d004,05-07-1998,17-07-1999
10430,d009,17-07-1999,01-01-9999
10440,d005,04-04-1997,30-01-2000
10440,d008,30-01-2000,01-01-9999
10450,d005,24-08-1997,01-01-9999
10460,d005,30-06-1999,15-04-2001
10470,d004,19-09-1989,01-01-9999
10480,d002,18-05-1988,03-06-1989
10490,d007,22-11-1992,01-01-9999
10500,d005,16-12-1996,01-01-9999
10510,d007,20-04-1990,21-09-1992
10510,d009,21-09-1992,01-01-9999
10520,d004,05-09-1996,01-01-9999
10530,d005,23-09-1987,01-01-9999
10540,d004,03-05-1994,01-01-9999
10550,d006,03-02-1985,01-01-9999
10560,d005,03-09-1996,01-01-9999
10570,d007,16-06-1986,25-03-2000
10580,d009,02-03-1991,01-01-9999
10590,d008,09-04-1986,01-01-9999
10600,d007,27-04-1992,01-01-9999
10610,d005,30-03-1997,01-01-9999
10620,d005,10-11-1990,01-01-9999
10630,d004,13-01-1997,01-01-9999
10640,d007,04-12-1992,01-01-9999
10650,d005,04-10-1992,01-01-9999
10660,d005,12-08-1988,12-07-1991
10670,d007,23-03-1988,01-01-9999
10680,d005,21-11-1992,08-12-1998
10690,d004,04-10-1995,01-01-9999
10690,d005,22-08-1989,04-10-1995
10700,d005,14-04-1998,27-06-2002
10710,d007,09-07-1995,01-01-9999
10720,d004,05-08-2001,01-01-9999
10720,d008,26-06-1996,05-08-2001
10730,d004,27-05-1996,07-06-1998
10730,d005,14-05-1996,27-05-1996
10740,d005,30-04-1996,17-03-2002
10750,d005,06-11-1998,01-01-9999
10760,d002,22-08-1997,01-01-9999
10770,d007,25-12-1987,27-02-1989
10780,d004,01-08-1994,18-08-1996
10790,d004,02-03-1999,01-01-9999
10800,d004,20-05-1993,01-01-9999
10810,d007,07-09-1994,01-01-9999
10820,d001,26-06-1992,01-01-9999
10830,d001,24-08-1991,01-01-9999
10840,d004,04-06-1993,01-01-9999
10850,d002,22-04-1990,11-05-1995
10860,d006,22-01-1998,01-01-9999
10870,d004,13-01-1988,01-01-9999
10880,d004,11-01-1992,01-01-9999
10890,d007,10-03-1990,01-01-9999
10900,d005,07-09-1995,01-01-9999
10910,d009,02-09-1989,01-01-9999
10920,d003,24-02-1992,01-01-9999
10930,d004,22-11-1991,01-01-9999
10940,d005,30-06-1997,02-12-1999
10950,d004,08-06-1996,13-01-1998
10960,d007,07-07-1995,01-01-9999
10970,d004,14-11-1995,01-01-9999
10980,d005,04-01-1989,01-01-9999
10990,d005,06-08-1990,01-01-9999
11000,d005,28-01-1996,01-01-9999
11010,d002,18-12-1986,01-01-9999
11020,d005,25-03-1988,01-01-9999
11030,d007,09-05-1988,08-07-1988
11040,d003,22-01-1988,01-01-9999
11050,d001,06-05-1986,01-01-9999
11060,d007,03-05-1991,27-09-1991
11070,d006,24-07-1985,01-01-9999
11080,d006,04-07-1988,01-01-9999
11090,d004,01-05-1987,20-08-1988
11100,d008,13-10-1986,01-01-9999
11110,d004,23-09-1988,30-03-1992
11110,d009,14-11-1987,23-09-1988
11120,d007,22-01-1988,19-06-1996
11120,d009,19-06-1996,01-01-9999
11130,d003,17-02-1997,01-01-9999
11140,d005,06-05-1998,01-01-9999
11150,d007,01-05-1989,01-01-9999
11160,d005,07-05-1987,12-04-1991
11170,d005,20-06-1990,01-01-9999
11180,d005,11-06-1986,01-01-9999
11190,d001,06-03-1992,31-07-1997
11190,d007,31-07-1997,01-01-9999
11200,d005,08-04-1995,01-01-9999
11210,d003,25-08-1989,01-01-9999
11220,d008,27-10-1995,01-01-9999
11230,d005,20-04-1999,01-11-1999
11240,d005,06-01-1989,01-01-9999
11250,d004,08-07-1994,01-01-9999
11260,d009,16-05-1996,01-01-9999
11270,d008,04-09-1989,01-01-9999
11280,d009,07-08-1989,14-04-1998
11290,d005,13-05-1999,01-01-9999
11300,d005,10-09-1992,20-12-1996
11310,d007,02-10-1995,01-01-9999
11320,d001,06-04-1990,01-01-9999
11330,d004,21-09-1992,20-05-1998
11340,d004,11-09-1991,01-01-9999
11350,d005,21-07-1985,01-01-9999
11360,d007,12-01-1989,01-01-9999
11370,d005,22-08-1989,01-01-9999
11380,d005,19-04-1991,01-01-9999
11390,d004,19-12-1990,26-02-1992
11400,d004,23-04-1990,05-06-1992
11400,d006,05-06-1992,08-07-1992
11410,d005,25-10-1999,01-01-9999
11420,d003,31-01-1992,01-01-9999
11430,d007,06-07-1997,01-01-9999
11440,d005,03-03-1994,01-01-9999
11450,d006,06-10-1988,13-07-2000
11460,d004,28-05-1992,01-01-9999
11470,d005,10-08-1999,01-01-9999
11480,d007,28-11-1995,01-01-9999
11490,d008,24-10-1997,01-01-9999
11500,d005,07-05-1991,01-01-9999
11510,d003,29-12-1998,01-04-2001
11520,d001,20-11-1991,01-01-9999
11530,d007,30-08-1992,01-01-9999
11540,d004,02-07-1997,01-01-9999
11550,d004,16-12-1997,01-01-9999
11560,d008,02-10-1991,01-01-9999
11570,d001,07-10-1988,01-01-9999
11580,d004,06-07-1985,01-01-9999
11590,d005,26-06-1997,01-01-9999
11600,d004,14-08-1995,01-01-9999
11610,d004,18-10-1985,01-01-9999
11620,d005,16-10-1985,17-06-1987
11630,d008,03-06-1999,24-08-1999
11640,d005,26-09-1988,01-01-9999
11650,d009,05-12-1996,01-04-1999
11660,d007,22-11-1986,01-01-9999
11670,d003,17-05-1985,01-01-9999
11680,d007,05-10-1994,01-01-9999
11690,d003,23-09-1997,01-01-9999
11700,d008,17-06-1993,01-01-9999
11710,d002,06-11-1998,07-05-2000
11720,d007,19-08-1992,01-01-9999
11730,d007,13-11-1997,01-01-9999
11740,d001,19-01-1990,01-01-9999
11740,d007,03-09-1986,19-01-1990
11750,d004,19-11-1995,15-03-2001
11750,d009,15-03-2001,01-01-9999
11760,d004,15-09-1985,01-01-9999
11770,d005,29-11-1992,01-01-9999
11780,d004,10-11-1999,01-01-9999
11780,d005,11-09-1987,10-11-1999
11790,d005,09-03-1988,01-01-9999
11800,d005,08-08-1990,08-05-1994
11810,d005,05-01-1992,01-01-9999
11820,d005,20-06-1993,01-01-9999
11830,d007,15-07-1986,13-03-1994
11840,d007,21-12-1986,01-01-9999
11850,d007,10-02-1991,01-01-9999
11860,d004,04-12-1992,03-01-2002
11870,d004,01-12-1990,13-02-1999
11880,d007,31-01-1993,01-01-9999
11890,d007,09-02-1990,01-01-9999
11900,d004,26-05-1990,01-01-9999
11910,d005,12-09-1992,09-07-2002
11920,d005,24-12-1985,29-03-1996
11920,d008,29-03-1996,01-01-9999
11930,d004,14-01-1991,11-01-1992
11940,d005,02-11-1996,01-01-9999
